game_id;team_id;period1Score;period2Score;period3Score;period4Score
'0022200901';1610612745;26;23;28;24
'0022200693';1610612764;37;33;30;38
'0022200693';1610612753;26;31;34;27
'0022200025';1610612750;41;23;23;33
'0022200025';1610612762;26;29;33;32
'0022201070';1610612747;28;31;25;27
'0022201070';1610612753;25;24;32;24
'0022201080';1610612740;27;37;27;28
'0022201080';1610612759;16;23;26;19
'0022200358';1610612742;33;34;29;34
'0022200358';1610612756;15;26;34;36
'0022200712';1610612758;47;19;34;33
'0022200712';1610612763;33;28;29;10
'0022201140';1610612741;20;31;25;34
'0022201140';1610612747;31;28;26;36
'0022200272';1610612766;29;23;39;19
'0022200272';1610612750;34;28;21;25
'0022200404';1610612763;35;27;40;26
'0022200404';1610612737;29;22;25;27
'0022201161';1610612748;44;32;26;27
'0022201161';1610612742;31;33;32;26
'0022200750';1610612762;34;32;18;24
'0022200750';1610612742;23;25;28;24
'0022200281';1610612760;32;27;28;23
'0022200281';1610612741;30;29;21;30
'0022200403';1610612764;25;30;28;17
'0022200403';1610612751;29;33;32;18
'0022201086';1610612742;33;30;30;32
'0022201086';1610612744;30;35;31;31
'0022201107';1610612737;39;33;33;38
'0022201107';1610612754;35;39;24;32
'0022200651';1610612751;24;26;30;22
'0022200651';1610612760;28;20;27;37
'0022200492';1610612747;31;36;20;43
'0022200492';1610612766;27;40;30;37
'0022200239';1610612746;40;24;27;28
'0022200239';1610612759;22;26;21;28
'0022200512';1610612742;28;27;27;33
'0022200512';1610612752;30;33;29;23
'0022200611';1610612748;31;32;26;23
'0022200611';1610612760;26;30;32;23
'0022200984';1610612747;23;33;26;30
'0022200984';1610612763;21;36;23;23
'0022200317';1610612750;27;17;31;34
'0022200317';1610612763;26;22;24;29
'0022201126';1610612743;25;36;30;25
'0022201126';1610612755;18;39;20;34
'0022200318';1610612740;40;34;28;24
'0022200318';1610612761;29;18;31;30
'0022200198';1610612747;26;29;25;36
'0022200198';1610612751;22;24;31;26
'0022200556';1610612745;26;29;32;19
'0022200556';1610612742;18;26;39;28
'0022200565';1610612739;15;18;0;26
'0022200565';1610612756;14;29;0;21
'0022200552';1610612739;27;20;44;39
'0022200552';1610612741;34;31;31;34
'0022201100';1610612763;42;41;36;32
'0022201100';1610612745;30;22;32;30
'0022201137';1610612751;30;24;32;37
'0022201137';1610612745;25;30;32;27
'0022200113';1610612749;31;25;29;31
'0022200113';1610612765;26;21;21;23
'0022200405';1610612742;23;43;31;24
'0022200405';1610612760;28;24;38;24
'0022201054';1610612747;33;21;26;30
'0022201054';1610612742;29;33;27;22
'0022200826';1610612761;34;23;31;24
'0022200826';1610612759;24;30;21;23
'0022201190';1610612754;29;38;31;31
'0022201190';1610612752;38;32;35;33
'0022200049';1610612763;39;25;45;25
'0022200049';1610612751;34;35;28;27
'0022200528';1610612742;36;29;34;30
'0022200528';1610612745;30;21;28;35
'0022201230';1610612757;27;26;20;28
'0022201230';1610612744;55;29;34;39
'0022200868';1610612761;35;30;29;29
'0022200868';1610612753;27;43;19;24
'0022201009';1610612745;32;23;40;16
'0022201009';1610612741;22;32;33;32
'0022200845';1610612746;27;24;25;30
'0022200845';1610612749;22;32;27;38
'0022200889';1610612755;22;25;28;35
'0022200889';1610612763;37;22;22;24
'0022200013';1610612756;24;21;31;31
'0022200013';1610612742;32;30;19;24
'0022200489';1610612743;32;26;35;27
'0022200489';1610612757;27;37;16;27
'0022200738';1610612748;26;24;23;37
'0022200738';1610612753;31;28;20;26
'0022200872';1610612757;27;25;22;27
'0022200872';1610612764;31;28;38;29
'0022200241';1610612764;35;24;18;29
'0022200241';1610612766;27;28;24;23
'0022200925';1610612761;24;20;26;34
'0022200925';1610612741;23;23;26;26
'0022200314';1610612738;38;30;34;32
'0022200314';1610612748;35;25;36;25
'0022200350';1610612758;29;33;20;28
'0022200350';1610612741;27;20;31;23
'0022200123';1610612764;28;29;13;16
'0022200123';1610612751;38;31;27;32
'0022200559';1610612757;22;39;41;33
'0022200559';1610612765;27;25;30;24
'0022200218';1610612742;28;23;23;18
'0022200218';1610612745;31;26;19;25
'0022200614';1610612762;31;24;33;28
'0022200614';1610612739;24;31;29;30
'0022200232';1610612762;42;32;33;27
'0022200232';1610612756;35;31;39;28
'0022200139';1610612756;35;26;23;18
'0022200139';1610612757;26;14;21;21
'0022200653';1610612743;31;38;25;25
'0022200653';1610612753;25;29;34;28
'0022200328';1610612738;27;35;25;23
'0022200328';1610612748;27;32;22;29
'0022200976';1610612758;29;30;38;26
'0022200976';1610612740;32;27;20;29
'0022200733';1610612745;25;23;26;21
'0022200733';1610612739;37;37;23;16
'0022200065';1610612757;31;25;25;17
'0022200065';1610612748;28;33;33;25
'0022201003';1610612747;31;39;15;37
'0022201003';1610612761;35;27;28;22
'0022201066';1610612765;29;18;34;19
'0022201066';1610612748;26;26;22;38
'0022200973';1610612764;28;20;32;31
'0022200973';1610612749;34;25;24;34
'0022200634';1610612764;21;32;23;32
'0022200634';1610612752;19;31;30;32
'0022200275';1610612738;36;28;30;28
'0022200275';1610612758;22;40;22;20
'0022200972';1610612754;39;40;35;29
'0022200972';1610612755;38;40;36;33
'0022200711';1610612757;40;34;45;28
'0022200711';1610612759;38;36;27;26
'0022201087';1610612741;23;25;28;15
'0022201087';1610612755;36;40;20;20
'0022200516';1610612764;36;28;29;34
'0022200516';1610612756;21;34;29;18
'0022201122';1610612765;27;24;39;27
'0022201122';1610612749;31;26;37;32
'0022200063';1610612762;22;39;28;20
'0022200063';1610612745;21;28;26;26
'0022200248';1610612739;38;26;21;29
'0022200248';1610612737;26;33;23;20
'0022200244';1610612739;28;31;36;18
'0022200244';1610612748;27;15;22;23
'0022200484';1610612739;31;22;25;29
'0022200484';1610612761;39;30;29;20
'0022201059';1610612764;33;27;32;26
'0022201059';1610612758;37;34;33;28
'0022200724';1610612740;34;18;21;29
'0022200724';1610612750;26;20;39;26
'0022201142';1610612760;26;28;30;23
'0022201142';1610612765;26;30;24;26
'0022201026';1610612758;32;30;25;37
'0022201026';1610612749;27;26;37;43
'0022200360';1610612739;27;30;28;31
'0022200360';1610612747;26;23;34;19
'0022200672';1610612763;31;37;21;26
'0022200672';1610612739;30;31;30;23
'0022201219';1610612748;23;29;32;39
'0022201219';1610612753;24;26;35;25
'0022200943';1610612742;38;33;39;23
'0022200943';1610612755;37;30;24;35
'0022200877';1610612738;31;35;31;30
'0022200877';1610612765;26;25;38;20
'0022200751';1610612757;14;30;39;22
'0022200751';1610612761;37;26;25;35
'0022201017';1610612740;42;32;35;18
'0022201017';1610612757;25;29;19;37
'0022200078';1610612743;35;28;26;28
'0022200078';1610612762;25;25;28;23
'0022200904';1610612766;29;25;28;26
'0022200904';1610612748;16;35;21;31
'0022200075';1610612749;26;33;37;23
'0022200075';1610612752;24;29;32;23
'0022200908';1610612755;30;26;22;29
'0022200908';1610612738;28;22;30;30
'0022200871';1610612746;31;30;44;29
'0022200871';1610612744;23;42;28;31
'0022200131';1610612747;34;28;33;21
'0022200131';1610612762;40;35;25;30
'0022200080';1610612757;32;37;27;29
'0022200080';1610612745;23;35;24;29
'0022201204';1610612764;26;27;36;25
'0022201204';1610612748;23;28;20;37
'0022200287';1610612745;23;42;30;23
'0022200287';1610612760;22;22;29;32
'0022200836';1610612754;24;23;30;27
'0022200836';1610612756;30;30;35;22
'0022201081';1610612758;32;22;31;24
'0022201081';1610612738;30;30;40;32
'0022200334';1610612756;36;28;32;25
'0022200334';1610612745;27;30;29;36
'0022200588';1610612743;26;36;32;27
'0022200588';1610612739;28;30;24;26
'0022200887';1610612754;31;27;39;28
'0022200887';1610612738;34;34;32;25
'0022201180';1610612751;24;30;24;24
'0022201180';1610612750;31;20;26;30
'0022200954';1610612758;35;33;33;0
'0022200954';1610612746;32;31;33;0
'0022200235';1610612737;29;26;27;29
'0022200235';1610612761;31;31;27;22
'0022200473';1610612750;31;21;22;25
'0022200473';1610612742;29;22;24;29
'0022200115';1610612742;23;24;27;29
'0022200115';1610612762;35;15;28;22
'0022200649';1610612746;31;31;29;30
'0022200649';1610612745;30;33;27;10
'0022200060';1610612749;25;18;35;32
'0022200060';1610612751;20;35;21;23
'0022200185';1610612764;28;33;31;29
'0022200185';1610612762;30;25;29;28
'0022200152';1610612763;34;20;31;21
'0022200152';1610612738;28;37;19;25
'0022200991';1610612746;17;32;34;25
'0022200991';1610612761;25;24;25;26
'0022200829';1610612746;25;27;26;26
'0022200829';1610612742;41;19;21;29
'0022200203';1610612745;23;23;32;28
'0022200203';1610612746;31;27;31;33
'0022200860';1610612755;32;23;35;33
'0022200860';1610612745;29;19;30;26
'0022200098';1610612751;33;28;31;24
'0022200098';1610612754;18;36;31;24
'0022200800';1610612744;40;33;29;17
'0022200800';1610612742;23;35;28;27
'0022200183';1610612747;23;37;28;26
'0022200183';1610612758;23;33;31;33
'0022200725';1610612760;43;34;27;28
'0022200725';1610612737;39;38;32;28
'0022200897';1610612749;42;31;22;33
'0022200897';1610612748;32;24;18;25
'0022200855';1610612738;26;35;21;37
'0022200855';1610612763;28;20;33;28
'0022201150';1610612755;31;46;22;18
'0022201150';1610612761;30;27;29;24
'0022200061';1610612741;38;38;27;21
'0022200061';1610612754;27;30;36;16
'0022200091';1610612765;29;34;37;28
'0022200091';1610612744;37;18;36;23
'0022200883';1610612741;24;25;24;27
'0022200883';1610612749;34;27;24;27
'0022200851';1610612752;33;29;25;39
'0022200851';1610612762;28;28;28;36
'0022200497';1610612743;28;23;30;32
'0022200497';1610612756;24;33;27;29
'0022201105';1610612758;24;32;45;34
'0022201105';1610612756;30;37;26;34
'0022200230';1610612742;29;44;32;22
'0022200230';1610612743;27;28;28;16
'0022200940';1610612760;30;30;24;33
'0022200940';1610612747;31;26;33;33
'0022200731';1610612751;27;32;31;32
'0022200731';1610612765;30;28;43;29
'0022200805';1610612763;31;31;24;17
'0022200805';1610612761;28;31;19;28
'0022200714';1610612748;32;18;25;23
'0022200714';1610612738;30;28;24;13
'0022200687';1610612759;36;36;23;31
'0022200687';1610612746;41;24;33;33
'0022200646';1610612762;24;32;29;32
'0022200646';1610612755;41;25;22;30
'0022201025';1610612744;43;32;23;25
'0022201025';1610612756;21;37;30;24
'0022200692';1610612761;27;30;28;19
'0022200692';1610612738;26;24;31;25
'0022200450';1610612743;20;35;39;25
'0022200450';1610612766;25;27;28;35
'0022200483';1610612751;36;24;25;33
'0022200483';1610612749;29;18;28;25
'0022200399';1610612755;20;41;35;35
'0022200399';1610612766;21;33;33;26
'0022200390';1610612739;28;31;23;28
'0022200390';1610612760;22;24;26;30
'0022200522';1610612758;24;38;32;33
'0022200522';1610612743;40;35;30;21
'0022200794';1610612765;27;22;27;24
'0022200794';1610612756;30;28;30;28
'0022200997';1610612758;30;39;22;31
'0022200997';1610612752;23;30;31;33
'0022200392';1610612744;33;35;27;28
'0022200392';1610612738;25;38;20;24
'0022200609';1610612743;29;33;32;28
'0022200609';1610612747;23;25;31;30
'0022200295';1610612765;26;30;22;16
'0022200295';1610612739;20;31;22;29
'0022201117';1610612739;33;27;25;23
'0022201117';1610612745;22;21;37;11
'0022200538';1610612754;32;30;31;38
'0022200538';1610612746;22;33;38;37
'0022200557';1610612750;23;36;31;34
'0022200557';1610612743;23;30;32;26
'0022200676';1610612743;30;25;33;34
'0022200676';1610612750;27;33;35;23
'0022200757';1610612751;29;29;27;36
'0022200757';1610612747;16;30;36;22
'0022200602';1610612760;33;36;27;24
'0022200602';1610612742;34;21;28;26
'0022201004';1610612746;20;27;29;30
'0022201004';1610612752;19;30;25;21
'0022200375';1610612759;24;27;39;28
'0022200375';1610612745;29;25;23;32
'0022200964';1610612747;33;22;23;35
'0022200964';1610612744;18;36;18;33
'0022200783';1610612743;34;36;35;29
'0022200783';1610612744;35;34;22;26
'0022200093';1610612742;29;31;28;26
'0022200093';1610612753;34;26;23;22
'0022200161';1610612753;24;26;23;21
'0022200161';1610612742;28;26;20;13
'0022200010';1610612750;35;30;22;28
'0022200010';1610612760;22;30;35;21
'0022200531';1610612761;33;20;33;27
'0022200531';1610612756;24;27;28;25
'0022200694';1610612737;31;34;28;25
'0022200694';1610612766;25;24;36;37
'0022200417';1610612761;31;31;32;29
'0022200417';1610612758;23;36;29;36
'0022200407';1610612757;33;37;36;27
'0022200407';1610612750;27;32;25;28
'0022200283';1610612756;23;30;31;24
'0022200283';1610612765;22;32;25;23
'0022200527';1610612759;38;26;28;30
'0022200527';1610612752;29;24;26;36
'0022200366';1610612761;39;31;27;29
'0022200366';1610612747;31;16;28;38
'0022200231';1610612740;25;32;21;31
'0022200231';1610612738;40;27;22;28
'0022200685';1610612739;28;31;27;28
'0022200685';1610612744;33;31;34;22
'0022200532';1610612741;33;27;35;37
'0022200532';1610612765;25;33;34;26
'0022200655';1610612747;32;26;25;29
'0022200655';1610612755;33;24;29;27
'0022201023';1610612742;25;25;21;17
'0022201023';1610612763;29;20;36;19
'0022200456';1610612750;21;36;37;22
'0022200456';1610612742;30;14;30;32
'0022200547';1610612763;27;32;32;27
'0022200547';1610612758;26;32;29;21
'0022200545';1610612760;20;23;29;24
'0022200545';1610612755;38;31;20;26
'0022200362';1610612743;29;29;28;29
'0022200362';1610612742;36;28;27;25
'0022200478';1610612762;30;30;33;27
'0022200478';1610612764;27;39;24;22
'0022200303';1610612761;26;26;28;20
'0022200303';1610612739;24;19;24;21
'0022200008';1610612761;28;23;25;32
'0022200008';1610612739;22;35;27;21
'0022200056';1610612739;30;24;19;30
'0022200056';1610612753;24;26;19;23
'0022200956';1610612764;30;23;26;26
'0022200956';1610612761;26;27;33;19
'0022201174';1610612749;41;28;27;21
'0022201174';1610612755;26;27;29;22
'0022200673';1610612740;23;28;25;22
'0022200673';1610612748;36;34;28;26
'0022200747';1610612740;30;20;24;29
'0022200747';1610612764;32;27;29;25
'0022200367';1610612741;29;23;28;35
'0022200367';1610612764;22;27;32;30
'0022200195';1610612755;26;25;27;27
'0022200195';1610612762;30;27;21;20
'0022200058';1610612752;32;37;29;24
'0022200058';1610612766;30;32;28;32
'0022201225';1610612750;18;29;36;30
'0022201225';1610612740;30;25;30;23
'0022201227';1610612743;26;33;24;26
'0022201227';1610612758;43;24;14;14
'0022200181';1610612763;33;39;24;18
'0022200181';1610612750;30;33;21;19
'0022200818';1610612740;33;29;29;25
'0022200818';1610612737;35;24;22;26
'0022200975';1610612743;29;29;25;35
'0022200975';1610612761;34;27;27;25
'0022200985';1610612764;28;33;33;26
'0022200985';1610612737;34;24;32;32
'0022200215';1610612761;27;27;30;28
'0022200215';1610612748;31;29;19;25
'0022201203';1610612754;27;30;30;28
'0022201203';1610612765;35;38;23;26
'0022200749';1610612738;28;20;33;24
'0022200749';1610612747;27;27;27;24
'0022200587';1610612750;37;31;32;28
'0022200587';1610612746;33;21;25;36
'0022200621';1610612738;35;29;33;28
'0022200621';1610612740;32;26;27;29
'0022200220';1610612756;36;36;31;27
'0022200220';1610612744;33;32;24;30
'0022200419';1610612760;31;21;32;24
'0022200419';1610612748;31;33;22;24
'0022200200';1610612753;23;22;24;36
'0022200200';1610612766;31;27;26;28
'0022200302';1610612751;23;29;35;22
'0022200302';1610612753;28;23;25;26
'0022200576';1610612753;20;23;35;37
'0022200576';1610612763;22;43;27;31
'0022200594';1610612744;29;30;23;19
'0022200594';1610612753;28;34;30;23
'0022200458';1610612760;28;33;33;29
'0022200458';1610612757;28;30;36;27
'0022200912';1610612741;25;22;27;28
'0022200912';1610612764;27;18;22;15
'0022200974';1610612748;30;33;29;38
'0022200974';1610612737;43;25;28;32
'0022200809';1610612764;25;21;26;19
'0022200809';1610612739;37;29;30;18
'0022201124';1610612752;36;30;36;35
'0022201124';1610612745;33;28;29;25
'0022200052';1610612764;28;28;29;35
'0022200052';1610612765;25;24;26;24
'0022201095';1610612740;37;25;26;27
'0022201095';1610612766;24;33;24;15
'0022201128';1610612758;25;33;27;30
'0022201128';1610612750;34;23;29;33
'0022200635';1610612759;28;32;29;24
'0022200635';1610612744;33;41;40;30
'0022200499';1610612765;36;25;39;28
'0022200499';1610612746;31;35;30;32
'0022201103';1610612744;23;32;24;41
'0022201103';1610612755;27;26;35;24
'0022201172';1610612760;27;28;34;29
'0022201172';1610612756;27;42;29;30
'0022200900';1610612741;33;30;34;34
'0022200900';1610612751;18;11;22;36
'0022200105';1610612760;33;30;22;31
'0022200105';1610612753;32;34;22;20
'0022201055';1610612752;36;26;29;25
'0022201055';1610612743;28;39;24;19
'0022200716';1610612740;24;23;27;24
'0022200716';1610612743;28;35;20;16
'0022201093';1610612753;24;29;22;36
'0022201093';1610612752;22;23;30;31
'0022200819';1610612763;26;23;23;32
'0022200819';1610612741;14;25;36;14
'0022200666';1610612759;27;24;25;30
'0022200666';1610612751;15;36;17;30
'0022200223';1610612746;15;27;26;28
'0022200223';1610612765;23;27;17;24
'0022200471';1610612752;27;26;27;26
'0022200471';1610612761;28;35;24;26
'0022200801';1610612743;35;35;27;31
'0022200801';1610612737;30;22;34;22
'0022201144';1610612756;25;23;33;26
'0022201144';1610612750;24;27;23;26
'0022200132';1610612753;33;32;12;29
'0022200132';1610612758;25;22;36;23
'0022201194';1610612740;32;20;33;39
'0022201194';1610612763;34;35;21;34
'0022200447';1610612765;35;36;25;25
'0022200447';1610612751;21;33;44;26
'0022200376';1610612757;36;28;35;21
'0022200376';1610612743;30;33;26;32
'0022200695';1610612739;23;27;36;28
'0022200695';1610612749;26;21;34;21
'0022201052';1610612759;35;34;24;16
'0022201052';1610612763;26;20;35;28
'0022201205';1610612737;31;32;27;29
'0022201205';1610612755;32;21;33;33
'0022200563';1610612762;23;28;38;26
'0022200563';1610612758;35;25;28;29
'0022200494';1610612742;21;22;51;30
'0022200494';1610612747;28;26;21;40
'0022200083';1610612751;26;36;28;26
'0022200083';1610612754;26;37;29;33
'0022200196';1610612741;20;27;29;27
'0022200196';1610612743;32;30;35;29
'0022200422';1610612743;38;34;30;39
'0022200422';1610612764;31;36;28;33
'0022200713';1610612754;21;25;34;36
'0022200713';1610612741;33;29;25;23
'0022200157';1610612762;42;34;39;24
'0022200157';1610612747;34;37;27;18
'0022200461';1610612765;24;36;25;26
'0022200461';1610612762;31;30;34;31
'0022200090';1610612739;35;27;22;37
'0022200090';1610612752;30;29;34;15
'0022200178';1610612752;30;38;26;27
'0022200178';1610612765;26;32;22;32
'0022200016';1610612747;23;33;21;20
'0022200016';1610612746;35;21;29;18
'0022200355';1610612761;25;37;18;30
'0022200355';1610612738;27;29;35;25
'0022201200';1610612762;25;27;24;22
'0022201200';1610612760;32;23;29;30
'0022200247';1610612747;34;32;29;28
'0022200247';1610612759;20;28;19;25
'0022200465';1610612743;35;20;29;21
'0022200465';1610612763;14;26;31;20
'0022200857';1610612766;36;38;35;35
'0022200857';1610612737;27;41;28;42
'0022200340';1610612761;36;28;30;27
'0022200340';1610612753;22;26;25;35
'0022200592';1610612741;28;25;31;42
'0022200592';1610612762;24;25;40;29
'0022200426';1610612762;27;31;33;32
'0022200426';1610612740;25;37;33;28
'0022201199';1610612759;32;37;29;31
'0022201199';1610612757;37;24;39;27
'0022201006';1610612765;30;0;27;33
'0022201006';1610612754;35;0;34;21
'0022200619';1610612764;25;21;41;13
'0022200619';1610612741;29;30;21;17
'0022200012';1610612762;37;38;19;29
'0022200012';1610612743;30;23;27;22
'0022200833';1610612751;19;34;26;37
'0022200833';1610612741;26;24;34;21
'0022200435';1610612760;28;22;41;19
'0022200435';1610612750;30;33;25;24
'0022200413';1610612747;24;26;32;28
'0022200413';1610612738;37;28;23;22
'0022200866';1610612744;29;42;35;29
'0022200866';1610612764;39;27;27;33
'0022201032';1610612759;38;29;31;34
'0022201032';1610612753;29;32;28;25
'0022200891';1610612742;34;40;25;43
'0022200891';1610612759;26;37;27;26
'0022200205';1610612744;33;28;38;33
'0022200205';1610612759;26;19;23;27
'0022200640';1610612758;36;33;43;27
'0022200640';1610612745;32;34;26;22
'0022201050';1610612741;28;26;26;33
'0022201050';1610612750;32;27;31;23
'0022200968';1610612760;35;35;31;28
'0022200968';1610612762;20;31;33;35
'0022201165';1610612741;25;28;40;35
'0022201165';1610612763;36;32;16;23
'0022201061';1610612763;33;38;33;29
'0022201061';1610612744;23;36;41;19
'0022200126';1610612759;18;40;28;20
'0022200126';1610612746;28;26;28;31
'0022201013';1610612756;32;27;36;24
'0022201013';1610612758;31;36;29;32
'0022200451';1610612747;30;36;21;32
'0022200451';1610612764;29;23;36;29
'0022200698';1610612758;35;39;22;31
'0022200698';1610612755;27;37;38;27
'0022201221';1610612761;35;32;28;26
'0022201221';1610612749;26;29;24;26
'0022200457';1610612740;27;34;29;29
'0022200457';1610612749;30;36;34;28
'0022200703';1610612756;32;30;25;25
'0022200703';1610612763;18;19;35;38
'0022200765';1610612752;24;29;30;31
'0022200765';1610612747;29;23;34;28
'0022200913';1610612742;28;33;20;27
'0022200913';1610612747;16;31;31;33
'0022200644';1610612761;25;32;22;24
'0022200644';1610612737;34;35;27;18
'0022200481';1610612737;32;28;35;35
'0022200481';1610612765;34;29;18;24
'0022200772';1610612738;46;33;31;29
'0022200772';1610612751;16;29;27;24
'0022200201';1610612738;32;30;27;37
'0022200201';1610612760;35;34;27;26
'0022200424';1610612745;29;23;33;23
'0022200424';1610612748;29;37;20;25
'0022200046';1610612752;34;31;31;19
'0022200046';1610612753;28;31;23;20
'0022200427';1610612746;18;19;33;25
'0022200427';1610612756;29;35;25;22
'0022201133';1610612763;32;27;28;26
'0022201133';1610612753;15;29;29;35
'0022200154';1610612759;28;34;27;20
'0022200154';1610612743;28;37;29;21
'0022200554';1610612755;33;24;27;36
'0022200554';1610612740;25;27;29;30
'0022200359';1610612744;21;29;31;23
'0022200359';1610612754;34;25;30;23
'0022200167';1610612750;25;26;31;35
'0022200167';1610612756;39;30;35;25
'0022200548';1610612749;17;33;20;25
'0022200548';1610612764;34;34;20;30
'0022200715';1610612752;34;19;27;25
'0022200715';1610612739;27;24;24;28
'0022200062';1610612750;39;29;34;32
'0022200062';1610612759;28;25;41;28
'0022200981';1610612745;32;22;24;18
'0022200981';1610612751;27;32;33;26
'0022201196';1610612746;37;34;22;32
'0022201196';1610612747;31;21;30;36
'0022200321';1610612756;32;32;42;26
'0022200321';1610612741;25;18;38;32
'0022200989';1610612743;29;23;24;20
'0022200989';1610612741;25;26;36;30
'0022200796';1610612741;34;25;33;37
'0022200796';1610612757;27;43;17;34
'0022200847';1610612766;34;26;23;22
'0022200847';1610612743;27;30;37;25
'0022200506';1610612764;32;35;27;22
'0022200506';1610612755;30;26;29;26
'0022200822';1610612739;32;19;25;37
'0022200822';1610612765;14;26;28;17
'0022200110';1610612752;32;33;10;24
'0022200110';1610612737;21;36;32;23
'0022200927';1610612763;26;20;47;28
'0022200927';1610612747;22;27;35;25
'0022201175';1610612743;26;32;31;23
'0022201175';1610612744;36;25;26;23
'0022200916';1610612744;25;34;19;31
'0022200916';1610612750;34;23;30;17
'0022200009';1610612763;25;36;24;23
'0022200009';1610612752;23;23;33;29
'0022200680';1610612750;31;35;35;27
'0022200680';1610612761;37;39;33;17
'0022200734';1610612756;32;16;21;26
'0022200734';1610612742;32;22;22;23
'0022200988';1610612740;24;35;24;30
'0022200988';1610612742;24;19;22;41
